index,Word,Occurrences,Word Count By Book,Book of Acquisition,WF,Lg10WF,Lg10WF (SUBTLEX),CD,Lg10CD,Burstingness,Lg10B
0,rat,"{1: [(2, 1), (6, 5)], 2: [(3, 1), (5, 1), (8, 1), (9, 1), (12, 1), (13, 1)], 3: [(1, 1), (4, 11), (7, 2), (12, 1), (13, 2), (16, 4), (17, 8), (18, 2), (19, 13), (21, 4), (22, 1)], 4: [(5, 2), (26, 1)], 5: [(9, 1), (23, 2), (31, 1)]}","{1: 6, 2: 6, 3: 49, 4: 3, 5: 4}",1,6.078815417663786e-05,-4.216181043703424,3.2212,0.12121212121212122,-0.9164539485499251,11119.966666666667,4.046103485402115
1,dog,"{1: [(1, 1), (3, 1), (5, 2), (9, 4), (10, 3), (11, 4), (12, 1), (13, 1), (14, 1), (15, 1), (16, 2), (17, 1)], 2: [(1, 1), (13, 1), (14, 1), (15, 1)], 3: [(2, 2), (3, 1), (4, 2), (6, 5), (8, 1), (9, 3), (15, 3), (17, 12), (19, 7), (20, 3), (21, 2)], 4: [(1, 1), (19, 2), (20, 3), (23, 1), (27, 4), (35, 2), (36, 7)], 5: [(10, 9), (12, 1), (14, 1), (16, 1), (20, 2), (24, 1), (28, 1), (31, 1), (37, 1)], 6: [(5, 1), (9, 1), (28, 2)], 7: [(26, 1), (31, 1)]}","{1: 22, 2: 4, 3: 41, 4: 20, 5: 18, 6: 4, 7: 2}",1,9.922772225892357e-05,-4.003366977623003,3.9928,0.24242424242424243,-0.6154239528859439,11430.118279569893,4.058050724524656
2,frog,"{1: [(4, 1), (6, 2), (7, 1), (12, 2), (13, 2), (17, 1)], 2: [(3, 1), (8, 2)], 3: [(12, 2), (14, 1)], 4: [(5, 2), (13, 2), (19, 1), (26, 2), (28, 1), (29, 1)], 5: [(3, 2), (5, 1), (10, 5), (17, 1), (18, 4), (21, 2), (23, 1), (24, 1), (26, 1), (38, 2)], 6: [(15, 1)], 7: [(2, 1), (6, 1)]}","{1: 9, 2: 3, 3: 3, 4: 9, 5: 20, 6: 1, 7: 2}",1,4.201534185738205e-05,-4.376592098473943,2.781,0.14646464646464646,-0.8342671923625751,25834.36111111111,4.4121977258255605
3,monkey,"{5: [(35, 1)], 6: [(10, 1)], 7: [(23, 1)]}","{5: 1, 6: 1, 7: 1}",5,2.6818303313222587e-06,-5.571568701689998,3.233,0.015151515151515152,-1.8195439355418686,321452.0,5.5071161321857405
6,motorcycle,"{1: [(1, 5), (2, 3)], 5: [(7, 1)], 7: [(4, 1), (10, 1)]}","{1: 8, 5: 1, 7: 2}",1,9.833377881514949e-06,-5.007297271251435,2.659,0.025252525252525252,-1.5976951859255124,106621.88888888889,5.027846372118367
7,ship,"{4: [(15, 2), (16, 1), (18, 1), (19, 1), (20, 1), (21, 1), (23, 1), (24, 2), (28, 2), (29, 1), (31, 1), (35, 2), (37, 1)], 6: [(6, 1)]}","{4: 17, 6: 1}",4,1.609098198793355e-05,-4.793417451306355,3.7028,0.0707070707070707,-1.1505371545832932,11858.727272727272,4.074038081263359
8,goblins,"{1: [(5, 7), (8, 1)], 4: [(9, 1), (24, 14), (37, 4)], 5: [(5, 2), (7, 1), (9, 1), (10, 2), (18, 1), (31, 1), (34, 1), (36, 1)], 6: [(6, 1)], 7: [(15, 9), (23, 2), (24, 10), (25, 14), (26, 19), (27, 2)]}","{1: 8, 4: 19, 5: 10, 6: 1, 7: 56}",1,8.40306837147641e-05,-4.075562102809962,1.8195,0.10101010101010101,-0.9956351945975499,12764.865853658537,4.106016255151081
9,monsters,"{2: [(11, 1), (13, 1), (14, 1), (15, 2), (16, 1)], 3: [(1, 1), (4, 2), (6, 1), (11, 1)], 4: [(20, 1), (24, 1), (26, 2), (31, 1)], 5: [(30, 1)], 6: [(26, 1)], 7: [(6, 1), (31, 2), (32, 1)]}","{2: 6, 3: 5, 4: 5, 5: 1, 6: 1, 7: 4}",2,1.9666755763029898e-05,-4.706267275587454,2.7412,0.09090909090909091,-1.041392685158225,56638.76470588235,4.753113772801961
11,elves,"{2: [(3, 2), (10, 1)], 4: [(8, 3), (9, 3), (10, 1), (12, 3), (14, 2), (15, 2), (16, 2), (19, 1), (21, 13), (23, 2), (24, 1), (27, 1), (28, 10)], 5: [(4, 1), (6, 2), (8, 1), (13, 4), (14, 1), (18, 2), (21, 1), (23, 1), (27, 2), (37, 1)], 6: [(3, 2), (15, 1), (16, 1), (18, 1), (19, 5), (21, 1), (22, 1), (24, 1)], 7: [(10, 3), (11, 1), (15, 1), (24, 3), (31, 1), (35, 1), (36, 4)]}","{2: 3, 4: 44, 5: 16, 6: 13, 7: 14}",2,8.045490993966776e-05,-4.094447446970335,2.2529,0.20202020202020202,-0.6946051989335688,40074.25,4.602865403168182
13,cousin,"{1: [(1, 1), (6, 2)], 2: [(11, 1)], 3: [(1, 1)], 4: [(2, 1), (4, 1), (24, 1)], 5: [(1, 5), (2, 1), (6, 4), (8, 4), (20, 1), (25, 1), (26, 1), (35, 1), (36, 1), (37, 1)], 6: [(3, 1), (5, 1), (17, 1)], 7: [(3, 5), (8, 5), (11, 1), (36, 2)]}","{1: 3, 2: 1, 3: 1, 4: 3, 5: 20, 6: 3, 7: 13}",1,3.9333511526059796e-05,-4.405237279923473,3.3965,0.12121212121212122,-0.9164539485499251,29294.0,4.466778677223395
16,werewolf,"{1: [(13, 1), (15, 3), (16, 1)], 2: [(6, 1), (10, 3), (17, 1)], 3: [(9, 4), (17, 4), (18, 6), (19, 3), (20, 3), (21, 4), (22, 3)], 5: [(5, 1), (9, 1), (14, 1), (15, 1), (22, 3), (23, 1), (28, 2)], 6: [(16, 3), (22, 2), (27, 3), (28, 2), (29, 5)], 7: [(1, 1), (8, 1), (11, 3), (23, 7), (25, 1)]}","{1: 5, 2: 5, 3: 27, 5: 10, 6: 15, 7: 13}",1,6.704575828305647e-05,-4.17362869301796,2.3579,0.15151515151515152,-0.8195439355418687,16899.0,4.227861005955013
18,unicorn,"{1: [(5, 3), (6, 1), (15, 17), (17, 1)], 3: [(4, 1), (20, 1), (21, 1)], 4: [(18, 1), (24, 6), (26, 1), (33, 1)], 5: [(31, 1)], 6: [(7, 1), (18, 1), (22, 2)], 7: [(13, 1), (20, 1), (24, 1)]}","{1: 22, 3: 3, 4: 9, 5: 1, 6: 4, 7: 3}",1,3.754562463851162e-05,-4.42544066601176,2.1038,0.09090909090909091,-1.041392685158225,28526.38888888889,4.455246798474871
19,fairy,"{3: [(21, 1)], 4: [(13, 1), (22, 1), (23, 3)], 5: [(13, 1)], 7: [(21, 1), (22, 1), (24, 1)]}","{3: 1, 4: 5, 5: 1, 7: 3}",3,8.939434437740861e-06,-5.04868995640966,2.9304,0.04040404040404041,-1.3935752032695874,97835.875,4.990498133495691
20,clock,"{1: [(3, 1), (6, 1), (14, 1), (16, 1)], 2: [(2, 1), (3, 1), (5, 2), (9, 1)], 3: [(1, 3), (7, 1), (9, 1)], 4: [(10, 4), (17, 1)], 5: [(6, 1), (22, 3), (35, 1)], 6: [(1, 1), (3, 2), (4, 4), (5, 3), (6, 2), (12, 1), (17, 1), (19, 1), (20, 1), (23, 1), (24, 3)], 7: [(3, 1), (8, 1), (10, 1)]}","{1: 4, 2: 5, 3: 5, 4: 5, 5: 5, 6: 20, 7: 3}",1,4.201534185738205e-05,-4.376592098473943,3.4758,0.15151515151515152,-0.8195439355418687,27304.4,4.436232637580877
21,stone,"{1: [(2, 1), (5, 3), (6, 1), (7, 2), (8, 2), (10, 1), (13, 13), (14, 7), (15, 4), (16, 16), (17, 25)], 2: [(2, 1), (3, 1), (4, 2), (5, 3), (6, 2), (8, 2), (9, 1), (11, 1), (12, 7), (13, 1), (14, 2), (16, 2), (17, 8)], 3: [(5, 2), (6, 2), (7, 1), (9, 1), (10, 3), (11, 1), (13, 2), (14, 3), (16, 1), (21, 2), (22, 1)], 4: [(1, 1), (7, 1), (12, 2), (13, 3), (14, 1), (15, 2), (16, 2), (17, 1), (18, 1), (20, 1), (21, 4), (23, 5), (26, 6), (27, 1), (28, 8), (29, 3), (30, 9), (31, 2), (32, 3), (33, 2), (35, 1), (36, 1), (37, 1)], 5: [(4, 2), (5, 2), (6, 2), (7, 1), (8, 3), (10, 1), (11, 4), (13, 1), (15, 1), (16, 4), (17, 4), (18, 1), (19, 1), (21, 2), (22, 2), (23, 2), (24, 4), (25, 1), (26, 3), (27, 4), (28, 3), (29, 2), (30, 1), (31, 3), (32, 1), (33, 2), (34, 8), (35, 12), (36, 3), (37, 1), (38, 2)], 6: [(2, 3), (4, 3), (10, 6), (12, 1), (13, 2), (17, 2), (18, 2), (19, 1), (20, 2), (21, 1), (22, 1), (23, 4), (24, 3), (25, 3), (26, 4), (28, 1), (30, 1)], 7: [(1, 1), (5, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 1), (16, 6), (18, 1), (20, 1), (21, 13), (22, 13), (23, 1), (24, 1), (26, 3), (27, 1), (29, 2), (30, 1), (31, 10), (32, 3), (33, 3), (34, 5), (35, 5), (36, 3)]}","{1: 75, 2: 33, 3: 19, 4: 61, 5: 83, 6: 40, 7: 84}",1,0.00035310766029076403,-3.4520928607832,3.3166,0.6616161616161617,-0.17939389460576682,3052.7805555555556,3.4846955868284364
22,memory,"{1: [(2, 1), (17, 1)], 2: [(3, 1), (6, 1), (8, 1), (13, 2), (16, 3), (17, 4), (18, 2)], 3: [(2, 1), (3, 1), (8, 1), (9, 1), (10, 2), (12, 8), (13, 1), (15, 1), (21, 1), (22, 1)], 4: [(1, 3), (7, 3), (12, 1), (13, 1), (15, 1), (18, 1), (19, 1), (27, 2), (28, 1), (30, 4), (33, 1), (35, 4), (36, 1), (37, 1)], 5: [(6, 1), (9, 1), (10, 1), (11, 1), (12, 3), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (21, 2), (22, 1), (23, 3), (24, 2), (26, 3), (27, 1), (28, 3), (29, 3), (31, 1)], 6: [(1, 2), (3, 2), (4, 1), (6, 1), (10, 3), (13, 3), (17, 13), (18, 5), (19, 3), (20, 20), (21, 6), (22, 15), (23, 6), (24, 1)], 7: [(8, 1), (9, 1), (15, 1), (21, 1), (22, 2), (26, 2), (30, 1), (31, 3), (34, 1)]}","{1: 2, 2: 14, 3: 18, 4: 25, 5: 31, 6: 81, 7: 13}",1,0.00016448559365443187,-3.783872133400124,3.3941,0.3787878787878788,-0.42160392686983106,7156.078431372549,3.854675091834637
23,glasses,"{1: [(1, 3), (2, 3), (3, 1), (5, 1), (6, 1), (8, 1), (9, 2), (12, 2), (17, 1)], 2: [(1, 1), (3, 1), (4, 10), (5, 4), (6, 1), (10, 2), (11, 1), (12, 6), (16, 2), (17, 1)], 3: [(1, 4), (3, 2), (5, 1), (6, 1), (9, 6), (11, 2), (12, 1), (15, 2), (17, 1), (21, 2), (22, 1)], 4: [(2, 1), (4, 1), (5, 1), (6, 3), (8, 3), (10, 1), (12, 1), (13, 2), (19, 2), (23, 1), (25, 2), (26, 2), (28, 1), (31, 2), (36, 2), (37, 2)], 5: [(5, 2), (6, 1), (7, 1), (8, 1), (9, 3), (10, 2), (12, 2), (16, 2), (17, 2), (18, 3), (21, 2), (22, 3), (25, 1), (26, 1), (28, 2), (31, 1), (36, 2), (37, 2)], 6: [(1, 1), (2, 4), (3, 9), (4, 1), (5, 2), (6, 1), (8, 1), (10, 1), (12, 2), (13, 1), (16, 3), (17, 2), (19, 2), (21, 1), (25, 1), (26, 1), (30, 1)], 7: [(2, 1), (4, 4), (5, 2), (7, 3), (9, 1), (10, 1), (11, 1), (12, 1), (16, 1), (17, 1), (23, 6), (26, 1), (28, 2), (30, 2), (31, 1), (34, 1), (35, 1), (36, 5)]}","{1: 15, 2: 29, 3: 23, 4: 27, 5: 33, 6: 34, 7: 35}",1,0.0001752129149797209,-3.7564338850531844,3.2279,0.5,-0.3010299956639812,7241.111111111111,3.8598052115562744
27,Nimbus,"{1: [(5, 1), (9, 1), (10, 8), (11, 3), (13, 3)], 2: [(1, 1), (4, 2), (7, 2), (8, 2), (14, 1)], 3: [(1, 1), (4, 1), (6, 1), (9, 6), (10, 2), (11, 1), (12, 1), (13, 2), (15, 1)], 5: [(9, 1)]}","{1: 16, 2: 8, 3: 16, 5: 1}",1,3.665168119473753e-05,-4.435906099689925,1.8573,0.10101010101010101,-0.9956351945975499,12982.23076923077,4.113349324785303
36,Myrtle,"{2: [(8, 13), (9, 9), (10, 1), (12, 4), (13, 9), (15, 1), (16, 7), (17, 2), (18, 1)], 4: [(22, 1), (25, 24), (26, 3)], 6: [(5, 1), (15, 1), (21, 6), (24, 8)]}","{2: 47, 4: 28, 6: 16}",2,8.134885338344184e-05,-4.0896485640885665,2.2148,0.08080808080808081,-1.0925452076056064,9504.32098765432,3.977921095231077
38,Dudley,"{1: [(1, 8), (2, 42), (3, 43), (4, 11), (5, 4), (6, 4), (7, 2), (9, 1), (17, 2)], 2: [(1, 26), (2, 2), (3, 2), (4, 1), (11, 1), (13, 1), (18, 1)], 3: [(1, 3), (2, 17)], 4: [(2, 3), (3, 12), (4, 25), (20, 1), (23, 1), (25, 1)], 5: [(1, 48), (2, 38), (3, 3), (5, 1), (8, 2), (19, 1), (24, 1), (26, 1), (38, 2)], 6: [(3, 9)], 7: [(3, 35), (4, 2), (7, 1), (10, 1), (23, 4)]}","{1: 117, 2: 34, 3: 20, 4: 43, 5: 97, 6: 9, 7: 43}",1,0.0003245014700899933,-3.488783331373548,2.3711,0.19696969696969696,-0.7056005832350319,3207.315789473684,3.50614172228392
40,cat,"{1: [(1, 20), (5, 1), (8, 2)], 2: [(2, 3), (8, 5), (9, 9), (12, 2), (17, 3)], 3: [(3, 1), (4, 3), (6, 1), (8, 2), (10, 1), (11, 2), (12, 1), (13, 1), (14, 3), (15, 1), (17, 6), (19, 3), (21, 1), (22, 1)], 4: [(2, 1), (5, 2), (11, 1), (25, 3)], 5: [(1, 2), (2, 3), (3, 1), (4, 1), (5, 1), (8, 1), (10, 1), (14, 2), (22, 1)], 6: [(5, 1), (7, 1), (14, 1), (18, 1), (20, 3), (27, 1)], 7: [(6, 1), (9, 1), (10, 2), (13, 4), (17, 1), (28, 2)]}","{1: 23, 2: 22, 3: 27, 4: 7, 5: 13, 6: 8, 7: 11}",1,9.922772225892357e-05,-4.003366977623003,3.5294,0.23737373737373738,-0.6245673323258136,12382.058139534884,4.092792838896713
41,tiger,"{2: [(3, 1)], 3: [(4, 1)]}","{2: 1, 3: 1}",2,1.7878868875481724e-06,-5.747659960745679,2.9759,0.010101010101010102,-1.99563519459755,,
42,pig,"{1: [(2, 1), (4, 2), (8, 1), (9, 3), (10, 1)], 3: [(11, 1)], 4: [(3, 5), (5, 3), (28, 1)], 5: [(1, 2), (5, 1), (10, 2)], 6: [(9, 1)], 7: [(22, 1), (33, 1)]}","{1: 8, 3: 1, 4: 9, 5: 5, 6: 1, 7: 2}",1,2.324252953812624e-05,-4.633716608438842,3.3004,0.07575757575757576,-1.1205739312058498,49745.5,4.696753800387062
43,horse,"{1: [(4, 1), (15, 1), (16, 2)], 2: [(1, 1), (11, 1)], 3: [(2, 1), (5, 1), (6, 1), (21, 2)], 4: [(15, 1), (27, 1)], 5: [(10, 6), (14, 4), (21, 5), (26, 1), (27, 1), (33, 1), (34, 3)], 6: [(10, 3), (13, 1), (15, 1), (25, 1)], 7: [(16, 1)]}","{1: 4, 2: 2, 3: 5, 4: 2, 5: 21, 6: 6, 7: 1}",1,3.665168119473753e-05,-4.435906099689925,3.6756,0.11616161616161616,-0.9349373542439382,31875.83870967742,4.50346162064806
44,death,"{1: [(2, 1), (7, 1), (8, 2), (9, 1), (15, 1), (16, 1), (17, 3)], 2: [(2, 1), (9, 1), (10, 1), (13, 2), (15, 1), (16, 1)], 3: [(4, 4), (6, 6), (10, 3), (14, 1), (15, 1), (19, 3), (20, 2), (21, 1)], 4: [(1, 2), (9, 8), (10, 1), (12, 2), (13, 1), (14, 2), (18, 2), (19, 3), (21, 2), (22, 1), (25, 2), (26, 1), (27, 8), (30, 5), (31, 2), (33, 26), (34, 18), (35, 13), (36, 8), (37, 3)], 5: [(1, 3), (2, 1), (3, 1), (4, 2), (5, 5), (6, 5), (9, 5), (11, 1), (12, 4), (13, 1), (14, 2), (15, 1), (16, 3), (19, 1), (20, 5), (21, 2), (22, 1), (25, 20), (26, 8), (30, 1), (32, 1), (35, 68), (36, 8), (37, 3), (38, 8)], 6: [(1, 1), (2, 5), (3, 6), (4, 10), (5, 6), (6, 3), (7, 6), (8, 3), (9, 2), (10, 1), (11, 4), (12, 8), (13, 3), (15, 1), (16, 3), (17, 5), (19, 2), (20, 3), (22, 1), (23, 9), (26, 2), (27, 14), (28, 20), (29, 20), (30, 6)], 7: [(1, 4), (2, 3), (3, 1), (4, 30), (5, 13), (6, 7), (8, 1), (9, 16), (10, 8), (11, 13), (12, 6), (14, 5), (15, 5), (16, 10), (17, 2), (18, 8), (20, 2), (21, 25), (22, 19), (23, 5), (24, 2), (25, 1), (26, 6), (27, 1), (28, 18), (29, 2), (30, 7), (31, 5), (32, 20), (33, 9), (34, 9), (35, 12), (36, 30)]}","{1: 10, 2: 7, 3: 21, 4: 110, 5: 160, 6: 144, 7: 305}",1,0.0006767151869369833,-3.1695940769095876,4.0434,0.6262626262626263,-0.203243505099296,1535.4303977272727,3.1862301343133828
45,honesty,"{4: [(27, 1)], 6: [(7, 1), (14, 1), (20, 1)]}","{4: 1, 6: 3}",4,3.575773775096345e-06,-5.446629965081698,2.567,0.020202020202020204,-1.6946051989335686,400209.0,5.6022868509328445
48,beetle,"{1: [(4, 1), (5, 1)], 2: [(4, 1), (6, 4)], 3: [(6, 1)], 4: [(18, 1), (23, 3), (24, 1), (26, 2), (28, 1), (37, 7)], 5: [(13, 1), (25, 1)], 6: [(11, 1)], 7: [(2, 1)]}","{1: 2, 2: 5, 3: 1, 4: 15, 5: 2, 6: 1, 7: 1}",1,2.4136472981900327e-05,-4.617326192250673,2.0253,0.07575757575757576,-1.1205739312058498,60495.73333333333,4.781724745642021
49,squirrel,"{4: [(15, 1)], 7: [(18, 1)]}","{4: 1, 7: 1}",4,1.7878868875481724e-06,-5.747659960745679,2.4472,0.010101010101010102,-1.99563519459755,,
50,badger,"{1: [(3, 1)], 2: [(11, 1)], 4: [(15, 2), (37, 1)], 5: [(31, 2)], 6: [(20, 1)], 7: [(26, 1), (29, 1)]}","{1: 1, 2: 1, 4: 3, 5: 2, 6: 1, 7: 2}",1,8.939434437740861e-06,-5.04868995640966,1.9542,0.04040404040404041,-1.3935752032695874,132662.75,5.1227489956568135
54,Baron,"{1: [(7, 1), (10, 1), (16, 3)], 2: [(8, 1)], 4: [(12, 2), (21, 1)], 5: [(11, 1), (14, 1)], 6: [(23, 4)], 7: [(31, 4)]}","{1: 5, 2: 1, 4: 3, 5: 2, 6: 4, 7: 4}",1,1.6984925431707637e-05,-4.7699363554568315,2.8376,0.050505050505050504,-1.2966651902615312,69838.66666666667,4.844095939391145
55,Prince,"{1: [(8, 1)], 5: [(37, 1)], 6: [(9, 2), (10, 4), (11, 1), (12, 7), (14, 1), (15, 3), (16, 7), (18, 4), (19, 1), (21, 3), (24, 5), (25, 12), (28, 2), (30, 7)]}","{1: 1, 5: 1, 6: 59}",1,5.4530550070219254e-05,-4.263360121398893,3.3617,0.08080808080808081,-1.0925452076056064,17913.85714285714,4.253189106536017
62,Hollow,"{1: [(1, 1)], 2: [(5, 1), (15, 8), (17, 1)], 3: [(5, 1), (10, 1)], 4: [(9, 1), (21, 1)], 5: [(4, 1), (14, 1), (17, 1), (18, 1), (19, 1), (30, 1), (37, 2)], 6: [(6, 1), (13, 1), (14, 1), (20, 1), (21, 1), (29, 1), (30, 2)], 7: [(5, 1), (6, 4), (8, 4), (10, 5), (11, 4), (15, 1), (16, 13), (17, 2), (18, 8), (19, 2), (20, 5), (21, 1), (22, 4), (31, 2), (34, 1), (35, 2)]}","{1: 1, 2: 10, 3: 2, 4: 2, 5: 8, 6: 8, 7: 59}",1,8.045490993966776e-05,-4.094447446970335,2.7938,0.1919191919191919,-0.716881593644721,14233.169014084508,4.153301606486511
68,lion,"{1: [(3, 1), (11, 1), (17, 1)], 3: [(11, 1), (15, 1)], 4: [(15, 2), (31, 1)], 5: [(9, 1), (19, 2)], 6: [(1, 1), (14, 1)], 7: [(29, 1)]}","{1: 3, 3: 2, 4: 3, 5: 3, 6: 2, 7: 1}",1,1.2515208212837206e-05,-4.902561920731422,2.8943,0.06060606060606061,-1.2174839442139063,132662.5,5.1227481772377566
69,cockroach,"{3: [(7, 1), (10, 2)], 4: [(29, 2)], 6: [(12, 1)], 7: [(19, 1), (36, 1)]}","{3: 3, 4: 2, 6: 1, 7: 2}",3,7.15154755019269e-06,-5.145599969417717,2.243,0.030303030303030304,-1.5185139398778875,179522.0,5.25411767794575
70,stag,"{3: [(21, 1), (22, 2)], 4: [(31, 2)], 5: [(1, 5), (3, 1), (8, 2), (16, 1), (31, 1)], 7: [(11, 1), (13, 4), (19, 1), (28, 8), (32, 1), (36, 1)]}","{3: 3, 4: 2, 5: 10, 7: 16}",3,2.7712246756996673e-05,-4.557328262575388,1.9138,0.0707070707070707,-1.1505371545832932,34856.125,4.54227910438446
71,lizard,"{2: [(8, 1)], 4: [(19, 1), (20, 1)]}","{2: 1, 4: 2}",2,2.6818303313222587e-06,-5.571568701689998,2.3945,0.015151515151515152,-1.8195439355418686,259647.0,5.414383309057119
73,Elder,"{2: [(3, 1), (4, 1)], 5: [(4, 1)], 6: [(14, 1)], 7: [(6, 1), (21, 12), (22, 9), (24, 9), (25, 2), (27, 2), (28, 1), (32, 10), (33, 1), (34, 3), (35, 6), (36, 12)]}","{2: 2, 5: 1, 6: 1, 7: 68}",2,6.43639279517342e-05,-4.191357459978392,2.5563,0.08080808080808081,-1.0925452076056064,14955.115942028986,4.174789784320746
76,ghost,"{1: [(7, 11), (8, 1), (12, 1), (16, 2)], 2: [(3, 1), (8, 9), (9, 1), (11, 1), (12, 1), (14, 1), (16, 1), (17, 1)], 3: [(8, 1), (19, 1), (21, 1)], 4: [(9, 1), (12, 2), (15, 1), (20, 1), (21, 2), (22, 1), (25, 1), (33, 1), (34, 4), (36, 1)], 5: [(3, 1), (11, 3), (12, 1), (38, 2)], 6: [(7, 1), (8, 1), (13, 1), (19, 1), (21, 5), (23, 1)], 7: [(25, 2), (27, 1), (29, 1), (31, 6), (34, 1)]}","{1: 15, 2: 16, 3: 3, 4: 15, 5: 7, 6: 10, 7: 11}",1,6.883364517060464e-05,-4.162199231237179,3.2711,0.20202020202020202,-0.6946051989335688,17034.25396825397,4.2313231179705
77,leprechaun,"{4: [(9, 2), (12, 1), (28, 3), (37, 1)], 7: [(26, 1)]}","{4: 7, 7: 1}",4,7.15154755019269e-06,-5.145599969417717,1.9031,0.025252525252525252,-1.5976951859255124,106894.42857142857,5.028955070000727
78,troll,"{1: [(7, 1), (10, 23), (11, 3), (15, 1), (16, 1), (17, 2)], 4: [(7, 2), (12, 1)], 5: [(10, 1), (15, 1), (18, 1), (21, 1), (30, 1), (31, 2), (33, 1)], 6: [(5, 1), (18, 1), (19, 1), (24, 1)], 7: [(10, 1), (19, 1), (31, 1)]}","{1: 31, 4: 3, 5: 8, 6: 4, 7: 3}",1,4.3803228744930225e-05,-4.3584938763811465,2.143,0.1111111111111111,-0.9542425094393249,26652.20512820513,4.4257331471484305
79,vampire,"{1: [(8, 1)], 2: [(10, 1)], 3: [(3, 1), (14, 3), (22, 1)], 4: [(9, 1)], 5: [(20, 1)], 6: [(15, 5)]}","{1: 1, 2: 1, 3: 5, 4: 1, 5: 1, 6: 5}",1,1.2515208212837206e-05,-4.902561920731422,2.9518,0.04040404040404041,-1.3935752032695874,60807.61538461538,4.78395797256891
80,nose,"{1: [(1, 2), (2, 2), (4, 1), (5, 4), (6, 8), (7, 2), (8, 2), (9, 1), (10, 5), (11, 1), (12, 1), (15, 1), (17, 1)], 2: [(2, 1), (3, 1), (4, 3), (5, 5), (6, 1), (7, 1), (8, 4), (9, 1), (10, 3), (11, 2), (12, 5), (13, 5), (15, 1), (16, 1), (17, 1), (18, 1)], 3: [(1, 1), (5, 3), (7, 1), (10, 3), (11, 2), (14, 3), (15, 2), (17, 1), (19, 2)], 4: [(1, 1), (2, 1), (7, 1), (8, 7), (9, 2), (12, 4), (13, 2), (15, 2), (18, 4), (19, 1), (21, 2), (22, 3), (23, 3), (24, 1), (25, 2), (26, 3), (29, 2), (30, 5), (31, 3), (32, 1), (33, 1), (35, 2)], 5: [(1, 2), (3, 1), (4, 3), (5, 4), (6, 3), (8, 1), (9, 5), (11, 1), (12, 3), (13, 3), (14, 1), (15, 1), (16, 4), (17, 1), (18, 3), (19, 2), (21, 2), (22, 1), (23, 3), (25, 3), (26, 2), (27, 4), (28, 8), (30, 5), (31, 4), (35, 5), (36, 1), (38, 2)], 6: [(1, 3), (2, 2), (3, 4), (5, 1), (6, 1), (7, 2), (8, 10), (10, 3), (11, 2), (12, 3), (13, 1), (14, 1), (15, 3), (16, 1), (18, 1), (22, 2), (25, 1), (26, 1), (27, 2), (28, 2), (29, 1), (30, 2)], 7: [(2, 1), (4, 2), (6, 3), (7, 3), (8, 4), (9, 1), (10, 2), (11, 5), (13, 2), (17, 2), (18, 1), (19, 2), (20, 2), (22, 1), (24, 1), (26, 3), (28, 2), (29, 1), (33, 2), (35, 2)]}","{1: 31, 2: 36, 3: 18, 4: 53, 5: 78, 6: 49, 7: 42}",1,0.0002744406372386445,-3.561551580932474,3.5512,0.6565656565656566,-0.18272183795469432,4731.978448275862,3.6750427579727605
81,ear,"{1: [(3, 1), (7, 3), (8, 1), (11, 1), (14, 2), (16, 1), (17, 1)], 2: [(3, 2), (4, 1), (5, 2), (6, 1), (8, 2), (9, 1), (10, 2), (11, 3), (12, 3), (14, 1), (18, 1)], 3: [(1, 1), (3, 1), (4, 1), (5, 2), (7, 1), (9, 2), (11, 1), (12, 2), (13, 2), (14, 2), (15, 1), (19, 1), (21, 3), (22, 1)], 4: [(1, 5), (4, 1), (15, 1), (17, 2), (28, 1), (30, 1), (33, 1), (34, 1), (37, 1)], 5: [(1, 2), (3, 1), (4, 5), (7, 2), (8, 1), (10, 2), (11, 2), (14, 1), (18, 3), (19, 1), (20, 1), (21, 1), (22, 2), (26, 1), (29, 1), (30, 2), (33, 2), (35, 7)], 6: [(1, 1), (5, 1), (6, 1), (9, 1), (15, 4), (18, 3), (19, 1), (23, 1), (24, 2), (30, 1)], 7: [(4, 1), (5, 7), (12, 1), (13, 1), (15, 2), (20, 2), (23, 2), (26, 6), (31, 1), (36, 2)]}","{1: 10, 2: 19, 3: 21, 4: 14, 5: 37, 6: 16, 7: 25}",1,0.00012693996901592025,-3.896401612026604,3.213,0.398989898989899,-0.39903809897108966,12651.655172413793,4.102147346478057
82,socks,"{1: [(2, 1), (3, 1), (10, 1), (12, 2)], 2: [(4, 1), (5, 1), (11, 1), (12, 1), (16, 1)], 3: [(2, 1), (5, 1), (11, 6)], 4: [(10, 2), (12, 1), (16, 1), (21, 1), (23, 9), (26, 2), (27, 1), (28, 2)], 5: [(3, 2), (5, 1), (9, 2), (12, 1), (14, 1), (16, 1), (18, 2), (28, 1)], 6: [(9, 1), (16, 1), (18, 1), (21, 1), (22, 1), (25, 3)], 7: [(2, 2), (6, 1), (9, 1), (24, 1)]}","{1: 5, 2: 5, 3: 8, 4: 19, 5: 11, 6: 8, 7: 5}",1,5.4530550070219254e-05,-4.263360121398893,2.9699,0.1919191919191919,-0.716881593644721,22212.444444444445,4.346596354600577
