Word,Occurrences,Word Count By Book,WF (HP),Lg10WF (HP),CD (HP),Lg10CD (HP),Lg10WF (SUBTLEX),Book of Acquisition (HP)
tears,"{1: [(3, 1), (5, 1), (10, 1), (14, 1), (17, 3)], 2: [(1, 1), (2, 3), (8, 2), (9, 1), (10, 1), (12, 1), (16, 1), (17, 5), (18, 1)], 3: [(2, 1), (6, 2), (7, 1), (8, 1), (9, 1), (11, 5), (12, 1), (13, 1), (15, 2), (16, 4), (19, 1)], 4: [(3, 1), (9, 2), (16, 1), (18, 3), (20, 2), (21, 5), (23, 1), (24, 3), (25, 1), (28, 2), (33, 1), (35, 1), (36, 2), (37, 2)], 5: [(2, 1), (4, 2), (5, 1), (6, 1), (9, 1), (10, 1), (12, 1), (17, 4), (21, 4), (25, 3), (26, 3), (27, 1), (28, 1), (30, 3), (32, 1), (33, 1)], 6: [(2, 4), (11, 2), (14, 3), (15, 1), (17, 1), (19, 2), (21, 1), (22, 5), (24, 2), (28, 1), (29, 5), (30, 5)], 7: [(1, 3), (3, 1), (5, 1), (6, 3), (7, 1), (8, 3), (10, 5), (11, 1), (13, 1), (14, 2), (15, 1), (16, 1), (17, 3), (18, 2), (22, 1), (28, 1), (30, 2), (31, 1), (33, 5), (35, 3), (36, 4)]}","{1: 7, 2: 16, 3: 20, 4: 27, 5: 29, 6: 32, 7: 45}",0.00015733404610423918,-3.8031772885955104,0.4444444444444444,-0.35218251811136253,3.0573,1
snake,"{1: [(2, 15), (3, 1), (8, 1), (17, 1)], 2: [(5, 1), (11, 17), (16, 8), (17, 2)], 3: [(17, 1)], 4: [(1, 6), (2, 1), (13, 1), (15, 1), (20, 1), (29, 3), (30, 2), (31, 1), (32, 2), (33, 7), (34, 1)], 5: [(21, 4), (22, 11), (23, 8), (24, 7), (26, 1), (36, 3), (37, 1)], 6: [(2, 1), (10, 5), (23, 3), (25, 1), (26, 1), (30, 2)], 7: [(1, 5), (8, 1), (13, 1), (14, 1), (15, 2), (17, 24), (19, 4), (23, 1), (25, 1), (27, 2), (29, 2), (31, 1), (32, 12), (33, 2), (34, 8), (36, 2)]}","{1: 18, 2: 28, 3: 1, 4: 26, 5: 35, 6: 13, 7: 69}",0.00016984925431707637,-3.7699363554568315,0.2474747474747475,-0.6064691102330174,3.0573,1
cart,"{1: [(4, 1), (5, 6), (6, 6)], 3: [(5, 2), (22, 1)], 4: [(7, 1)], 5: [(10, 2)], 6: [(13, 1)], 7: [(26, 7), (28, 1)]}","{1: 13, 3: 3, 4: 1, 5: 2, 6: 1, 7: 8}",2.5030416425674413e-05,-4.601531925067441,0.050505050505050504,-1.2966651902615312,2.6646,1
Draco,"{1: [(6, 3), (8, 1), (9, 2), (12, 1), (15, 2), (17, 1)], 2: [(1, 1), (3, 3), (4, 13), (6, 1), (7, 1), (8, 1), (11, 3), (12, 3), (13, 1), (15, 2), (16, 1), (18, 1)], 3: [(5, 3), (6, 2), (7, 1), (8, 1), (10, 1), (13, 1), (16, 1)], 4: [(8, 5), (9, 2), (11, 1), (13, 4), (15, 1), (22, 1), (24, 3), (31, 2), (37, 2)], 5: [(6, 1), (9, 1), (10, 3), (11, 1), (12, 1), (13, 2), (16, 1), (17, 1), (19, 3), (21, 1), (25, 1), (27, 2), (28, 4), (31, 2), (32, 2)], 6: [(2, 13), (6, 6), (7, 1), (8, 2), (12, 1), (13, 2), (14, 1), (15, 9), (16, 1), (19, 2), (20, 1), (21, 5), (22, 1), (24, 1), (25, 1), (27, 21), (28, 1)], 7: [(1, 6), (9, 2), (23, 22), (24, 2), (26, 1), (31, 4), (32, 3), (33, 5), (36, 7)]}","{1: 10, 2: 31, 3: 10, 4: 21, 5: 26, 6: 69, 7: 52}",0.00019577361418652488,-3.708245841569542,0.3787878787878788,-0.42160392686983106,1.3617,1
Petunia,"{1: [(1, 3), (2, 22), (3, 22), (4, 4), (5, 1), (6, 3), (7, 1), (12, 1), (17, 1)], 2: [(1, 18), (2, 3), (3, 2), (6, 1), (14, 1)], 3: [(1, 4), (2, 26)], 4: [(2, 2), (3, 15), (4, 18), (18, 1), (22, 1), (25, 1), (28, 1)], 5: [(1, 14), (2, 47), (3, 1), (10, 1), (31, 1), (38, 4)], 6: [(3, 10)], 7: [(3, 16), (4, 1), (10, 1), (33, 23)]}","{1: 58, 2: 25, 3: 30, 4: 39, 5: 68, 6: 10, 7: 41}",0.00024225867326277737,-3.6157206655352545,0.1717171717171717,-0.765186273219276,2.0294,1
curse,"{1: [(4, 1), (5, 1), (9, 3), (13, 2), (17, 3)], 2: [(1, 1), (7, 3), (9, 1), (10, 1), (11, 1), (18, 1)], 3: [(1, 2), (3, 2), (4, 1), (19, 1)], 4: [(2, 6), (13, 1), (14, 12), (15, 6), (18, 2), (20, 1), (21, 2), (23, 1), (27, 2), (28, 1), (29, 1), (30, 5), (31, 9), (33, 2), (34, 4), (35, 9), (36, 1), (37, 1)], 5: [(5, 1), (6, 2), (9, 1), (13, 1), (16, 1), (19, 1), (22, 1), (23, 1), (24, 3), (26, 5), (28, 2), (29, 2), (31, 1), (32, 2), (35, 1), (36, 3), (37, 2), (38, 2)], 6: [(1, 2), (3, 2), (4, 1), (5, 1), (9, 1), (10, 1), (11, 2), (12, 1), (13, 1), (15, 1), (17, 1), (19, 1), (21, 4), (23, 1), (24, 3), (27, 2), (28, 9), (29, 5)], 7: [(1, 1), (4, 2), (5, 1), (6, 3), (8, 1), (9, 1), (11, 3), (12, 1), (13, 2), (14, 1), (15, 1), (17, 5), (18, 1), (22, 2), (24, 2), (26, 4), (28, 1), (29, 1), (30, 1), (31, 4), (32, 1), (33, 6), (35, 4), (36, 9)]}","{1: 10, 2: 8, 3: 6, 4: 66, 5: 32, 6: 39, 7: 58}",0.00019577361418652488,-3.708245841569542,0.4696969696969697,-0.32818224170759597,2.9685,1
spells,"{1: [(5, 2), (6, 1), (7, 1), (9, 1), (14, 1), (15, 1)], 2: [(2, 1), (3, 2), (4, 2), (8, 1), (9, 1), (11, 3)], 3: [(1, 1), (4, 1)], 4: [(10, 2), (11, 2), (19, 4), (20, 3), (22, 1), (26, 1), (28, 1), (31, 5), (34, 1), (35, 3), (36, 1), (37, 1)], 5: [(3, 1), (9, 1), (12, 7), (13, 6), (14, 1), (15, 2), (16, 3), (18, 1), (24, 1), (26, 2), (27, 1), (31, 3), (32, 2), (35, 4), (36, 3), (37, 1), (38, 1)], 6: [(3, 1), (5, 1), (7, 1), (8, 2), (9, 6), (10, 1), (11, 5), (12, 4), (13, 1), (14, 1), (16, 3), (21, 1), (25, 1), (28, 1), (30, 1)], 7: [(4, 3), (6, 2), (9, 2), (10, 1), (11, 1), (13, 1), (14, 1), (16, 1), (19, 1), (21, 2), (22, 1), (24, 1), (26, 5), (27, 1), (30, 1), (31, 2), (32, 5), (36, 4)]}","{1: 7, 2: 10, 3: 2, 4: 25, 5: 40, 6: 30, 7: 35}",0.00013319757312233883,-3.8755036879973863,0.3838383838383838,-0.4158515979807398,2.4713,1
father,"{1: [(2, 4), (3, 3), (4, 1), (5, 4), (6, 2), (9, 1), (12, 4), (15, 1), (17, 8)], 2: [(3, 2), (4, 4), (5, 1), (6, 2), (7, 1), (9, 1), (10, 1), (12, 2), (13, 2), (14, 2), (15, 2)], 3: [(2, 1), (3, 1), (4, 1), (5, 1), (11, 2), (12, 2), (14, 7), (17, 3), (18, 3), (19, 5), (21, 4), (22, 6)], 4: [(2, 1), (4, 2), (5, 2), (6, 1), (8, 2), (9, 2), (10, 5), (11, 5), (13, 2), (14, 3), (15, 1), (23, 2), (24, 2), (25, 1), (26, 1), (27, 1), (30, 9), (31, 3), (32, 1), (33, 5), (34, 5), (35, 34), (36, 3), (37, 1)], 5: [(5, 1), (6, 1), (9, 7), (13, 3), (14, 3), (17, 4), (18, 1), (19, 1), (22, 4), (23, 1), (24, 2), (25, 1), (26, 1), (28, 6), (29, 10), (31, 1), (37, 4), (38, 2)], 6: [(2, 1), (4, 1), (5, 1), (6, 2), (7, 6), (10, 8), (11, 1), (12, 2), (13, 5), (15, 1), (16, 4), (17, 5), (20, 1), (23, 2), (24, 1), (25, 2), (27, 1), (28, 2), (30, 3)], 7: [(1, 1), (2, 5), (5, 3), (8, 8), (9, 1), (10, 1), (11, 5), (12, 1), (13, 3), (14, 1), (15, 1), (16, 1), (17, 2), (20, 1), (22, 1), (23, 2), (25, 1), (28, 1), (30, 1), (33, 5), (34, 3), (35, 4), (36, 2)]}","{1: 28, 2: 20, 3: 36, 4: 94, 5: 53, 6: 49, 7: 54}",0.0002985771102205448,-3.524943489598096,0.5858585858585859,-0.23220720103461265,4.4515,1
Phoenix,"{1: [(5, 4)], 2: [(12, 1), (13, 1), (17, 5), (18, 1)], 4: [(18, 2), (30, 1), (34, 3), (36, 6)], 5: [(3, 1), (4, 4), (5, 6), (7, 1), (8, 1), (9, 3), (21, 1), (22, 4), (23, 2), (27, 1), (32, 1), (37, 2)], 6: [(2, 2), (3, 2), (4, 1), (8, 1), (10, 1), (17, 1), (25, 1), (27, 2), (29, 5), (30, 2)], 7: [(1, 1), (2, 1), (6, 1), (8, 2), (13, 1), (15, 1), (17, 2), (18, 1), (20, 2), (22, 2), (23, 2), (24, 2), (28, 3), (29, 1), (30, 2), (31, 2), (33, 2), (34, 1), (36, 4)]}","{1: 4, 2: 8, 4: 12, 5: 27, 6: 18, 7: 33}",9.118223126495679e-05,-4.040089784647743,0.25252525252525254,-0.5976951859255123,2.7451,1
Sirius,"{1: [(1, 1)], 3: [(3, 5), (4, 5), (5, 3), (6, 1), (7, 1), (8, 1), (9, 2), (10, 9), (11, 4), (12, 3), (13, 3), (14, 4), (17, 7), (18, 16), (19, 18), (20, 27), (21, 29), (22, 15)], 4: [(2, 18), (3, 6), (4, 1), (5, 5), (9, 2), (10, 3), (12, 2), (13, 2), (14, 1), (15, 5), (18, 4), (19, 27), (20, 2), (21, 3), (23, 1), (24, 1), (25, 1), (26, 5), (27, 61), (28, 4), (29, 7), (31, 3), (36, 26)], 5: [(1, 6), (2, 3), (3, 4), (4, 1), (5, 64), (6, 62), (7, 6), (9, 18), (10, 21), (12, 2), (13, 1), (14, 38), (16, 10), (17, 22), (18, 5), (20, 1), (21, 4), (22, 28), (23, 12), (24, 42), (25, 6), (26, 1), (28, 27), (29, 40), (30, 3), (31, 2), (32, 29), (33, 5), (34, 14), (35, 21), (36, 12), (37, 61), (38, 19)], 6: [(1, 1), (2, 1), (3, 6), (4, 9), (5, 4), (6, 1), (8, 6), (12, 1), (16, 3), (21, 2), (23, 1), (24, 1), (25, 1), (29, 1), (30, 2)], 7: [(2, 1), (5, 1), (10, 22), (11, 3), (12, 1), (21, 1), (22, 1), (24, 1), (25, 1), (26, 1), (33, 9), (34, 7), (36, 1)]}","{1: 1, 3: 153, 4: 190, 5: 590, 6: 40, 7: 50}",0.0009153980864246643,-3.0383899997698482,0.5202020202020202,-0.28382796555635886,1.3424,1
Arthur,"{2: [(3, 3), (4, 8), (5, 2), (12, 2), (18, 3)], 3: [(1, 1), (4, 2), (5, 3)], 4: [(3, 1), (5, 2), (6, 3), (7, 6), (8, 4), (9, 2), (10, 3), (11, 6), (14, 1), (35, 2), (36, 2)], 5: [(5, 3), (7, 4), (9, 7), (10, 1), (17, 1), (22, 19), (23, 4), (24, 1), (37, 1), (38, 2)], 6: [(4, 1), (5, 5), (6, 1), (7, 1), (11, 1), (16, 5), (19, 1), (23, 2), (29, 3)], 7: [(3, 1), (4, 1), (5, 2), (6, 2), (7, 3), (8, 3), (11, 1), (13, 4), (23, 1), (31, 1), (36, 1)]}","{2: 18, 3: 6, 4: 32, 5: 43, 6: 20, 7: 20}",0.000124258138684598,-3.9056751561555654,0.2474747474747475,-0.6064691102330174,3.2274,2
Luna,"{5: [(10, 27), (11, 7), (13, 6), (14, 1), (16, 7), (18, 2), (19, 3), (21, 4), (25, 10), (26, 5), (30, 2), (32, 14), (33, 11), (34, 12), (35, 14), (36, 1), (38, 13)], 6: [(7, 12), (14, 1), (15, 24), (19, 7), (20, 5), (27, 1), (29, 4), (30, 2)], 7: [(8, 13), (12, 1), (15, 3), (16, 1), (20, 7), (21, 14), (22, 4), (23, 13), (24, 5), (25, 10), (26, 2), (29, 24), (30, 19), (32, 3), (34, 1), (36, 3)]}","{5: 139, 6: 56, 7: 123}",0.0002842740151201594,-3.5462628364252278,0.20707070707070707,-0.6838813335417956,1.7559,5
potion,"{1: [(5, 3), (8, 6), (16, 1)], 2: [(4, 1), (6, 1), (8, 1), (9, 2), (10, 4), (11, 7), (12, 13), (13, 3)], 3: [(5, 1), (7, 7), (8, 4), (11, 1), (18, 2), (19, 1), (20, 1)], 4: [(8, 1), (10, 1), (12, 1), (16, 2), (24, 1), (25, 5), (26, 2), (27, 8), (32, 2), (33, 2), (35, 12), (36, 9)], 5: [(2, 1), (12, 11), (13, 3), (16, 1), (17, 5), (22, 2), (24, 1), (26, 1), (29, 2), (31, 1), (32, 1), (36, 1), (38, 1)], 6: [(3, 1), (6, 1), (7, 1), (9, 24), (10, 7), (11, 2), (12, 5), (14, 4), (15, 8), (16, 4), (18, 14), (20, 1), (21, 5), (22, 6), (23, 2), (24, 9), (25, 1), (26, 20), (27, 1), (28, 1), (29, 1)], 7: [(2, 1), (4, 5), (5, 1), (6, 1), (8, 1), (10, 6), (12, 6), (14, 2), (16, 2), (25, 2), (28, 1), (30, 1), (33, 2)]}","{1: 10, 2: 32, 3: 17, 4: 46, 5: 31, 6: 118, 7: 31}",0.0002547738814756146,-3.59384509640115,0.3888888888888889,-0.41017446508904926,2.5809,1
London,"{1: [(1, 1), (3, 1), (5, 6), (6, 3), (16, 1), (17, 2)], 2: [(4, 2), (5, 3), (13, 1)], 3: [(1, 3), (3, 6), (11, 1), (14, 1), (15, 1)], 4: [(4, 1), (8, 1), (11, 2), (15, 1), (24, 1), (37, 1)], 5: [(3, 1), (4, 2), (7, 2), (14, 1), (17, 2), (22, 2), (23, 2), (32, 1), (33, 1), (34, 1)], 6: [(7, 1), (8, 2), (12, 1), (13, 5), (30, 1)], 7: [(15, 3), (18, 1), (27, 1)]}","{1: 14, 2: 6, 3: 12, 4: 7, 5: 15, 6: 10, 7: 5}",6.168209762041194e-05,-4.209840865672406,0.1919191919191919,-0.716881593644721,3.3707,1
,{},{},0.0,,0.0,,1.4472,
curses,"{1: [(5, 3)], 3: [(1, 1), (12, 1)], 4: [(2, 1), (14, 11), (27, 2), (31, 1), (34, 2)], 5: [(6, 1), (12, 1), (18, 1), (20, 1), (27, 1), (35, 1), (36, 1)], 6: [(6, 1), (8, 1), (15, 1), (28, 2), (29, 2)], 7: [(4, 6), (6, 1), (17, 1), (26, 1), (29, 1), (32, 7), (34, 1), (36, 4)]}","{1: 3, 3: 2, 4: 17, 5: 7, 6: 7, 7: 22}",5.1848719738897e-05,-4.2852619628467234,0.1414141414141414,-0.8495071589193119,1.9191,1
cauldron,"{1: [(5, 10), (6, 1), (7, 1), (8, 5), (17, 1)], 2: [(1, 1), (3, 1), (4, 7), (7, 1), (11, 6), (12, 2), (15, 2)], 3: [(1, 1), (3, 5), (4, 8), (5, 2), (7, 3)], 4: [(2, 1), (5, 4), (7, 1), (9, 1), (10, 3), (11, 2), (14, 1), (18, 1), (22, 1), (23, 1), (27, 6), (32, 15), (36, 2)], 5: [(3, 1), (5, 2), (9, 1), (12, 6), (15, 2), (17, 2), (20, 1), (22, 2), (29, 2), (32, 1), (38, 1)], 6: [(3, 1), (6, 4), (9, 10), (10, 1), (13, 1), (16, 3), (18, 10), (20, 1), (22, 3), (24, 1), (30, 1)], 7: [(2, 1), (9, 2), (11, 1), (12, 1), (18, 2), (22, 1), (26, 2)]}","{1: 18, 2: 20, 3: 19, 4: 39, 5: 21, 6: 36, 7: 10}",0.00014571278133517605,-3.8365023520057027,0.29797979797979796,-0.5258131786193869,1.3979,1
Knut,"{5: [(9, 1), (12, 1), (14, 1), (26, 1), (27, 1)], 6: [(6, 2)], 7: [(21, 1)]}","{5: 5, 6: 2, 7: 1}",7.15154755019269e-06,-5.145599969417717,0.03535353535353535,-1.4515671502472742,1.0,5
cherry,"{3: [(10, 1)], 5: [(25, 1)], 6: [(7, 1)], 7: [(13, 1)]}","{3: 1, 5: 1, 6: 1, 7: 1}",3.575773775096345e-06,-5.446629965081698,0.020202020202020204,-1.6946051989335686,2.8414,3
mahogany,"{1: [(5, 1), (10, 1)], 6: [(11, 1)], 7: [(13, 1)]}","{1: 2, 6: 1, 7: 1}",3.575773775096345e-06,-5.446629965081698,0.020202020202020204,-1.6946051989335686,1.5911,1
oak,"{1: [(5, 1), (6, 1), (9, 1), (15, 2)], 2: [(5, 1), (11, 1), (14, 1), (15, 2), (17, 1)], 3: [(3, 1), (5, 1), (11, 1), (21, 1)], 4: [(12, 1), (23, 1), (26, 1), (28, 2), (29, 1), (36, 1)], 5: [(7, 2), (9, 1), (11, 1), (22, 2), (24, 1), (25, 1), (26, 1), (33, 1)], 6: [(3, 1), (8, 1), (12, 1), (18, 2), (22, 1), (28, 2)], 7: [(19, 1)]}","{1: 5, 2: 6, 3: 4, 4: 7, 5: 10, 6: 8, 7: 1}",3.665168119473753e-05,-4.435906099689925,0.1717171717171717,-0.765186273219276,2.4579,1
yew,"{1: [(5, 2)], 4: [(32, 1), (33, 2)], 5: [(21, 1)], 7: [(1, 1), (24, 2), (32, 1)]}","{1: 2, 4: 3, 5: 1, 7: 4}",8.939434437740861e-06,-5.04868995640966,0.03535353535353535,-1.4515671502472742,0.4771,1
doxy,"{5: [(6, 6), (31, 1)], 6: [(11, 1)], 7: [(28, 1)]}","{5: 7, 6: 1, 7: 1}",8.045490993966776e-06,-5.094447446970335,0.020202020202020204,-1.6946051989335686,0.6021,5
ghoul,"{2: [(3, 2), (4, 2), (12, 1)], 4: [(10, 1)], 5: [(6, 1)], 7: [(6, 4), (11, 1)]}","{2: 5, 4: 1, 5: 1, 7: 5}",1.0727321325289035e-05,-4.969508710362035,0.03535353535353535,-1.4515671502472742,1.7243,2
Griffin,"{1: [(10, 1)], 2: [(11, 1)], 5: [(17, 1), (22, 2), (27, 1)]}","{1: 1, 2: 1, 5: 4}",5.363660662644517e-06,-5.2705387060260165,0.025252525252525252,-1.5976951859255124,2.85,1
Moke,{},{},0.0,,0.0,,0.4771,
Sphinx,"{4: [(31, 5)], 6: [(1, 2)]}","{4: 5, 6: 2}",6.257604106418603e-06,-5.203591916395403,0.010101010101010102,-1.99563519459755,1.7243,4
hag,"{1: [(5, 1)], 3: [(4, 1)], 4: [(12, 1), (16, 1)], 5: [(4, 1), (13, 1), (16, 1), (17, 1), (21, 2)], 6: [(21, 1)], 7: [(11, 1), (13, 1)]}","{1: 1, 3: 1, 4: 2, 5: 6, 6: 1, 7: 2}",1.162126476906312e-05,-4.934746604102823,0.06060606060606061,-1.2174839442139063,1.9638,1
witch,"{1: [(4, 2), (5, 4), (7, 3), (8, 1), (12, 1), (16, 1)], 2: [(1, 1), (3, 1), (4, 4), (5, 2), (6, 3), (10, 1), (13, 3), (16, 1), (17, 1)], 3: [(1, 5), (3, 2), (4, 11), (5, 5), (10, 4), (12, 1), (14, 6), (16, 3), (17, 1), (22, 1)], 4: [(1, 1), (8, 1), (9, 4), (11, 1), (15, 1), (17, 5), (18, 2), (19, 1), (20, 1), (24, 1), (27, 5), (28, 4), (30, 7), (31, 1), (33, 2), (35, 1)], 5: [(2, 1), (3, 5), (7, 8), (8, 13), (9, 4), (10, 1), (11, 1), (16, 3), (17, 2), (22, 14), (23, 3), (25, 3), (26, 1), (28, 1), (31, 2), (34, 1), (35, 1), (36, 2), (38, 1)], 6: [(1, 1), (4, 2), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (13, 3), (17, 4), (20, 1), (30, 1)], 7: [(3, 1), (7, 1), (8, 2), (11, 2), (12, 7), (13, 10), (15, 1), (17, 2), (20, 1), (23, 1), (26, 2), (28, 1), (29, 1), (30, 1), (31, 1), (33, 2)]}","{1: 12, 2: 17, 3: 39, 4: 38, 5: 67, 6: 17, 7: 36}",0.00020203121829294349,-3.6945815172622596,0.4393939393939394,-0.3571459376429126,3.1495,1
wizard,"{1: [(4, 12), (5, 7), (6, 7), (7, 1), (8, 1), (10, 1), (12, 4), (13, 2), (16, 3), (17, 3)], 2: [(1, 6), (2, 4), (3, 5), (4, 6), (6, 2), (8, 1), (9, 1), (11, 4), (12, 3), (13, 11), (17, 2)], 3: [(1, 7), (2, 2), (3, 7), (4, 5), (5, 4), (7, 1), (10, 2), (11, 1), (12, 3), (16, 1), (17, 1), (19, 3), (21, 1), (22, 2)], 4: [(1, 6), (2, 7), (4, 1), (5, 4), (6, 1), (7, 10), (8, 2), (9, 6), (10, 2), (11, 2), (14, 2), (17, 3), (18, 1), (19, 5), (21, 3), (23, 1), (24, 3), (25, 2), (26, 2), (27, 2), (30, 2), (31, 2), (33, 6), (34, 1), (35, 1), (36, 1)], 5: [(1, 1), (2, 4), (3, 6), (5, 3), (6, 1), (7, 17), (8, 5), (9, 1), (10, 2), (12, 4), (14, 1), (18, 2), (20, 1), (21, 1), (22, 15), (23, 3), (24, 2), (25, 3), (27, 3), (29, 2), (31, 1), (32, 3), (33, 1), (34, 1), (35, 1), (36, 4), (37, 6), (38, 3)], 6: [(1, 6), (2, 4), (3, 1), (4, 5), (5, 1), (6, 4), (7, 2), (8, 1), (9, 1), (13, 7), (15, 2), (16, 1), (17, 5), (18, 3), (20, 4), (22, 2), (23, 9), (25, 2), (26, 3), (28, 2), (29, 1), (30, 2)], 7: [(2, 3), (3, 3), (7, 4), (8, 9), (10, 3), (11, 3), (12, 17), (13, 15), (15, 4), (16, 1), (17, 1), (18, 3), (20, 1), (21, 6), (22, 1), (23, 1), (24, 9), (25, 6), (26, 4), (27, 1), (28, 3), (31, 1), (32, 3), (33, 3), (36, 2)]}","{1: 41, 2: 45, 3: 40, 4: 78, 5: 97, 6: 68, 7: 107}",0.00042551707923646503,-3.3710830036891672,0.6868686868686869,-0.16312628189131362,2.7348,1
poltergeist,"{1: [(7, 1), (8, 1)], 2: [(8, 2), (11, 1)], 3: [(7, 1), (8, 1), (9, 1), (10, 1)], 4: [(12, 1), (23, 1), (25, 3)], 5: [(12, 1), (29, 1), (30, 1), (32, 1)], 6: [(19, 1)]}","{1: 2, 2: 3, 3: 4, 4: 5, 5: 4, 6: 1}",1.6984925431707637e-05,-4.7699363554568315,0.08080808080808081,-1.0925452076056064,1.5185,1
banshee,"{2: [(2, 1), (4, 1), (6, 1), (7, 1), (16, 1)], 3: [(7, 4)], 4: [(21, 1)], 7: [(6, 1)]}","{2: 5, 3: 4, 4: 1, 7: 1}",9.833377881514949e-06,-5.007297271251435,0.04040404040404041,-1.3935752032695874,1.7634,2
ogre,"{3: [(8, 1)]}",{3: 1},8.939434437740862e-07,-6.04868995640966,0.005050505050505051,-2.296665190261531,1.8573,3
Bane,"{1: [(15, 14), (16, 1)], 5: [(27, 2), (30, 5), (33, 5)], 7: [(36, 2)]}","{1: 15, 5: 12, 7: 2}",2.59243598694485e-05,-4.586291958510705,0.030303030303030304,-1.5185139398778875,1.9777,1
Fang,"{1: [(8, 6), (14, 1), (15, 9)], 2: [(7, 1), (14, 5), (15, 18), (17, 6)], 3: [(6, 2), (11, 3), (21, 2)], 4: [(2, 1), (5, 2), (13, 2), (19, 1), (24, 4), (28, 5), (37, 1)], 5: [(20, 10), (31, 2), (38, 1)], 6: [(11, 4), (22, 1), (28, 5)], 7: [(6, 2), (31, 7), (34, 1)]}","{1: 16, 2: 30, 3: 7, 4: 16, 5: 13, 6: 10, 7: 10}",9.118223126495679e-05,-4.040089784647743,0.13131313131313133,-0.8816918422907131,1.9956,1
Arnold,"{4: [(7, 1), (13, 2)], 6: [(7, 1), (11, 1), (14, 2)]}","{4: 3, 6: 4}",6.257604106418603e-06,-5.203591916395403,0.025252525252525252,-1.5976951859255124,2.6355,4
Fluffy,"{1: [(11, 2), (13, 2), (14, 8), (15, 2), (16, 11), (17, 1)], 2: [(5, 1), (6, 2), (14, 1)], 3: [(4, 1), (13, 1), (19, 1), (22, 1)], 4: [(21, 1), (25, 2), (28, 1)], 5: [(7, 1), (11, 2), (12, 1), (24, 1)], 6: [(27, 1)], 7: [(6, 1), (12, 1), (13, 1), (16, 1), (25, 1)]}","{1: 26, 2: 4, 3: 4, 4: 4, 5: 5, 6: 1, 7: 5}",4.3803228744930225e-05,-4.3584938763811465,0.13131313131313133,-0.8816918422907131,2.2695,1
Harry,"{1: [(1, 19), (2, 73), (3, 64), (4, 45), (5, 132), (6, 106), (7, 55), (8, 43), (9, 67), (10, 75), (11, 63), (12, 89), (13, 58), (14, 42), (15, 84), (16, 112), (17, 86)], 2: [(1, 61), (2, 82), (3, 73), (4, 84), (5, 77), (6, 73), (7, 87), (8, 76), (9, 61), (10, 108), (11, 109), (12, 95), (13, 96), (14, 53), (15, 93), (16, 93), (17, 121), (18, 71)], 3: [(1, 72), (2, 78), (3, 99), (4, 95), (5, 128), (6, 91), (7, 36), (8, 90), (9, 77), (10, 102), (11, 88), (12, 106), (13, 81), (14, 116), (15, 94), (16, 68), (17, 74), (18, 18), (19, 55), (20, 43), (21, 153), (22, 104)], 4: [(1, 7), (2, 63), (3, 67), (4, 55), (5, 56), (6, 28), (7, 40), (8, 81), (9, 78), (10, 32), (11, 26), (12, 52), (13, 41), (14, 69), (15, 56), (16, 65), (17, 61), (18, 130), (19, 129), (20, 144), (21, 104), (22, 76), (23, 144), (24, 109), (25, 102), (26, 157), (27, 90), (28, 152), (29, 62), (30, 115), (31, 161), (32, 42), (33, 24), (34, 64), (35, 68), (36, 102), (37, 77)], 5: [(1, 90), (2, 96), (3, 85), (4, 101), (5, 71), (6, 77), (7, 84), (8, 41), (9, 130), (10, 104), (11, 71), (12, 121), (13, 122), (14, 114), (15, 75), (16, 96), (17, 103), (18, 121), (19, 88), (20, 38), (21, 107), (22, 95), (23, 95), (24, 145), (25, 112), (26, 132), (27, 100), (28, 103), (29, 117), (30, 118), (31, 96), (32, 95), (33, 54), (34, 87), (35, 149), (36, 65), (37, 116), (38, 117)], 6: [(1, 1), (2, 3), (3, 63), (4, 98), (5, 89), (6, 83), (7, 125), (8, 76), (9, 83), (10, 76), (11, 82), (12, 106), (13, 47), (14, 126), (15, 94), (16, 105), (17, 91), (18, 136), (19, 118), (20, 80), (21, 95), (22, 115), (23, 86), (24, 106), (25, 111), (26, 142), (27, 38), (28, 79), (29, 64), (30, 89)], 7: [(1, 5), (2, 26), (3, 83), (4, 100), (5, 113), (6, 98), (7, 105), (8, 87), (9, 74), (10, 102), (11, 86), (12, 84), (13, 92), (14, 72), (15, 110), (16, 76), (17, 94), (18, 23), (19, 102), (20, 70), (21, 60), (22, 79), (23, 123), (24, 125), (25, 69), (26, 100), (27, 18), (28, 49), (29, 70), (30, 62), (31, 130), (32, 74), (33, 65), (34, 49), (35, 79), (36, 143)]}","{1: 1213, 2: 1513, 3: 1868, 4: 2929, 5: 3731, 6: 2607, 7: 2897}",0.014980704230766136,-1.8244677703250116,1.0,0.0,3.6226,1
Avis,"{4: [(18, 1)]}",{4: 1},8.939434437740862e-07,-6.04868995640966,0.005050505050505051,-2.296665190261531,1.2553,4
hexes,"{4: [(20, 1), (26, 1), (29, 3), (31, 4)], 5: [(6, 1), (22, 1), (23, 1), (28, 1), (38, 1)], 6: [(6, 1), (9, 1), (10, 1), (12, 1), (28, 1)]}","{4: 9, 5: 5, 6: 5}",1.6984925431707637e-05,-4.7699363554568315,0.0707070707070707,-1.1505371545832932,0.7782,4
