HP3Item,Supported,Supported WF,Related,Related WF,Unrelated,Unrelated WF,TypeOfSupported
129,Shack,"defaultdict(<class 'list'>, {1: [(3, 2)], 3: [(10, 1), (14, 2), (17, 1), (18, 2), (21, 1), (22, 1)], 5: [(17, 2), (25, 1)], 6: [(6, 1), (23, 1)], 7: [(15, 1), (27, 3), (29, 1), (32, 3)]})",Pettigrew,"defaultdict(<class 'list'>, {3: [(10, 9), (11, 2), (17, 2), (18, 5), (19, 39), (20, 13), (21, 11), (22, 7)], 6: [(24, 1), (25, 1)], 7: [(5, 1), (10, 2), (12, 1), (23, 3), (24, 1), (33, 2)]})",Accio,"defaultdict(<class 'list'>, {4: [(6, 4), (20, 2), (25, 1), (34, 1)], 5: [(18, 1), (22, 1), (28, 1), (29, 1), (35, 4), (36, 2)], 6: [(8, 1), (26, 1), (27, 1)], 7: [(4, 1), (6, 1), (7, 1), (10, 1), (13, 1), (14, 1), (15, 1), (17, 2), (19, 1), (26, 1), (28, 1), (31, 1)]})",ProperName
130,Shack,"defaultdict(<class 'list'>, {1: [(3, 2)], 3: [(10, 1), (14, 2), (17, 1), (18, 2), (21, 1), (22, 1)], 5: [(17, 2), (25, 1)], 6: [(6, 1), (23, 1)], 7: [(15, 1), (27, 3), (29, 1), (32, 3)]})",Scabbers,"defaultdict(<class 'list'>, {1: [(6, 11), (7, 1), (11, 1), (12, 1)], 2: [(3, 1), (5, 1), (12, 1)], 3: [(1, 1), (4, 16), (5, 2), (8, 11), (9, 1), (11, 10), (12, 3), (13, 10), (14, 1), (15, 1), (16, 12), (17, 11), (18, 11), (19, 14), (21, 2)], 4: [(5, 2)], 5: [(9, 1)]})",Bus,"defaultdict(<class 'list'>, {1: [(2, 1)], 2: [(4, 1)], 3: [(3, 22), (4, 1), (5, 1), (10, 1), (14, 1)], 4: [(9, 1)], 5: [(23, 1), (24, 19)], 6: [(4, 1), (11, 1), (30, 1)], 7: [(5, 1), (9, 1)]})",CommonNoun
131,frog,"defaultdict(<class 'list'>, {1: [(4, 1), (6, 2), (7, 1), (12, 2), (13, 2), (17, 1)], 2: [(3, 1), (8, 2)], 3: [(12, 2), (14, 1)], 4: [(5, 2), (13, 2), (19, 1), (26, 2), (28, 1), (29, 1)], 5: [(3, 2), (5, 1), (10, 5), (17, 1), (18, 4), (21, 2), (23, 1), (24, 1), (26, 1), (38, 2)], 6: [(15, 1)], 7: [(2, 1), (6, 1)]})",biography,"defaultdict(<class 'list'>, {6: [(15, 1)], 7: [(2, 2), (8, 1), (11, 1)]})",Map,"defaultdict(<class 'list'>, {1: [(1, 3), (15, 1)], 3: [(9, 1), (10, 16), (14, 19), (17, 6), (18, 3), (19, 1), (22, 4)], 4: [(4, 1), (5, 1), (7, 2), (11, 1), (25, 35), (29, 3), (35, 9)], 5: [(7, 3), (18, 4), (20, 2)], 6: [(18, 10), (19, 5), (21, 4), (24, 2), (25, 2), (29, 2)], 7: [(2, 1), (7, 1), (11, 1), (16, 2), (18, 1), (19, 1), (25, 1), (27, 1), (29, 3), (30, 1), (31, 2)]})",CommonNoun
132,motorcycle,"defaultdict(<class 'list'>, {1: [(1, 5), (2, 3)], 5: [(7, 1)], 7: [(4, 1), (10, 1)]})",Sirius,"defaultdict(<class 'list'>, {1: [(1, 1)], 3: [(3, 5), (4, 5), (5, 3), (6, 1), (7, 1), (8, 1), (9, 2), (10, 9), (11, 4), (12, 3), (13, 3), (14, 4), (17, 7), (18, 16), (19, 18), (20, 27), (21, 29), (22, 15)], 4: [(2, 18), (3, 6), (4, 1), (5, 5), (9, 2), (10, 3), (12, 2), (13, 2), (14, 1), (15, 5), (18, 4), (19, 27), (20, 2), (21, 3), (23, 1), (24, 1), (25, 1), (26, 5), (27, 61), (28, 4), (29, 7), (31, 3), (36, 26)], 5: [(1, 6), (2, 3), (3, 4), (4, 1), (5, 64), (6, 62), (7, 6), (9, 18), (10, 21), (12, 2), (13, 1), (14, 38), (16, 10), (17, 22), (18, 5), (20, 1), (21, 4), (22, 28), (23, 12), (24, 42), (25, 6), (26, 1), (28, 27), (29, 40), (30, 3), (31, 2), (32, 29), (33, 5), (34, 14), (35, 21), (36, 12), (37, 61), (38, 19)], 6: [(1, 1), (2, 1), (3, 6), (4, 9), (5, 4), (6, 1), (8, 6), (12, 1), (16, 3), (21, 2), (23, 1), (24, 1), (25, 1), (29, 1), (30, 2)], 7: [(2, 1), (5, 1), (10, 22), (11, 3), (12, 1), (21, 1), (22, 1), (24, 1), (25, 1), (26, 1), (33, 9), (34, 7), (36, 1)]})",Vow,"defaultdict(<class 'list'>, {6: [(2, 3), (15, 2), (16, 2)]})",CommonNoun
133,godfather,"defaultdict(<class 'list'>, {3: [(10, 2), (20, 2), (22, 5)], 4: [(2, 2), (3, 2), (5, 1), (15, 1), (27, 2)], 5: [(1, 1), (4, 1), (5, 4), (14, 1), (21, 1), (22, 1), (24, 2), (37, 1), (38, 4)], 6: [(3, 1), (4, 1), (16, 1), (30, 1)], 7: [(2, 1), (3, 1), (25, 3)]})",Padfoot,"defaultdict(<class 'list'>, {3: [(10, 2), (13, 1), (14, 2), (18, 2), (19, 1), (21, 1), (22, 1)], 4: [(27, 1)], 5: [(14, 1), (28, 1), (32, 4)], 7: [(10, 1)]})",Luna,"defaultdict(<class 'list'>, {5: [(10, 27), (11, 7), (13, 6), (14, 1), (16, 7), (18, 2), (19, 3), (21, 4), (25, 10), (26, 5), (30, 2), (32, 14), (33, 11), (34, 12), (35, 14), (36, 1), (38, 13)], 6: [(7, 12), (14, 1), (15, 24), (19, 7), (20, 5), (27, 1), (29, 4), (30, 2)], 7: [(8, 13), (12, 1), (15, 3), (16, 1), (20, 7), (21, 14), (22, 4), (23, 13), (24, 5), (25, 10), (26, 2), (29, 24), (30, 19), (32, 3), (34, 1), (36, 3)]})",CommonNoun
134,werewolf,"defaultdict(<class 'list'>, {1: [(13, 1), (15, 3), (16, 1)], 2: [(6, 1), (10, 3), (17, 1)], 3: [(9, 4), (17, 4), (18, 6), (19, 3), (20, 3), (21, 4), (22, 3)], 5: [(5, 1), (9, 1), (14, 1), (15, 1), (22, 3), (23, 1), (28, 2)], 6: [(16, 3), (22, 2), (27, 3), (28, 2), (29, 5)], 7: [(1, 1), (8, 1), (11, 3), (23, 7), (25, 1)]})",Moony,"defaultdict(<class 'list'>, {3: [(10, 2), (13, 1), (14, 3), (17, 1), (18, 1), (21, 1), (22, 1)], 5: [(28, 1), (29, 1)], 7: [(11, 1)]})",diary,"defaultdict(<class 'list'>, {2: [(5, 1), (13, 28), (14, 3), (17, 17), (18, 17)], 4: [(30, 1)], 5: [(12, 2), (13, 3), (15, 3), (23, 2)], 6: [(9, 1), (17, 1), (23, 16)], 7: [(6, 6), (14, 1), (19, 1), (24, 1), (27, 2), (34, 1)]})",CommonNoun
135,Dudley,"defaultdict(<class 'list'>, {1: [(1, 8), (2, 42), (3, 43), (4, 11), (5, 4), (6, 4), (7, 2), (9, 1), (17, 2)], 2: [(1, 26), (2, 2), (3, 2), (4, 1), (11, 1), (13, 1), (18, 1)], 3: [(1, 3), (2, 17)], 4: [(2, 3), (3, 12), (4, 25), (20, 1), (23, 1), (25, 1)], 5: [(1, 48), (2, 38), (3, 3), (5, 1), (8, 2), (19, 1), (24, 1), (26, 1), (38, 2)], 6: [(3, 9)], 7: [(3, 35), (4, 2), (7, 1), (10, 1), (23, 4)]})",Privet,"defaultdict(<class 'list'>, {1: [(1, 8), (2, 1), (3, 5), (10, 1), (12, 1)], 2: [(1, 2), (2, 1), (3, 2), (4, 1), (5, 1)], 3: [(1, 2), (2, 2), (3, 3), (12, 1), (14, 1)], 4: [(2, 3), (3, 1), (4, 1), (5, 2), (6, 1), (9, 1), (10, 2), (20, 1), (22, 1), (29, 1), (37, 2)], 5: [(1, 7), (2, 3), (3, 4), (4, 2), (6, 1), (8, 2), (23, 3), (31, 1), (38, 1)], 6: [(3, 2), (4, 5)], 7: [(2, 3), (3, 2), (4, 2), (34, 1)]})",Astronomy,"defaultdict(<class 'list'>, {1: [(15, 3)], 2: [(11, 1)], 3: [(4, 1), (8, 1), (9, 1), (16, 2)], 4: [(12, 1)], 5: [(12, 1), (14, 1), (26, 2), (27, 1), (31, 6)], 6: [(5, 1), (23, 1), (27, 1), (28, 1), (29, 3)], 7: [(31, 1)]})",ProperName
136,death,"defaultdict(<class 'list'>, {1: [(2, 1), (7, 1), (8, 2), (9, 1), (15, 1), (16, 1), (17, 3)], 2: [(2, 1), (9, 1), (10, 1), (13, 2), (15, 1), (16, 1)], 3: [(4, 4), (6, 6), (10, 3), (14, 1), (15, 1), (19, 3), (20, 2), (21, 1)], 4: [(1, 2), (9, 8), (10, 1), (12, 2), (13, 1), (14, 2), (18, 2), (19, 3), (21, 2), (22, 1), (25, 2), (26, 1), (27, 8), (30, 5), (31, 2), (33, 26), (34, 18), (35, 13), (36, 8), (37, 3)], 5: [(1, 3), (2, 1), (3, 1), (4, 2), (5, 5), (6, 5), (9, 5), (11, 1), (12, 4), (13, 1), (14, 2), (15, 1), (16, 3), (19, 1), (20, 5), (21, 2), (22, 1), (25, 20), (26, 8), (30, 1), (32, 1), (35, 68), (36, 8), (37, 3), (38, 8)], 6: [(1, 1), (2, 5), (3, 6), (4, 10), (5, 6), (6, 3), (7, 6), (8, 3), (9, 2), (10, 1), (11, 4), (12, 8), (13, 3), (15, 1), (16, 3), (17, 5), (19, 2), (20, 3), (22, 1), (23, 9), (26, 2), (27, 14), (28, 20), (29, 20), (30, 6)], 7: [(1, 4), (2, 3), (3, 1), (4, 30), (5, 13), (6, 7), (8, 1), (9, 16), (10, 8), (11, 13), (12, 6), (14, 5), (15, 5), (16, 10), (17, 2), (18, 8), (20, 2), (21, 25), (22, 19), (23, 5), (24, 2), (25, 1), (26, 6), (27, 1), (28, 18), (29, 2), (30, 7), (31, 5), (32, 20), (33, 9), (34, 9), (35, 12), (36, 30)]})",wings,"defaultdict(<class 'list'>, {1: [(10, 1), (11, 1), (14, 1), (16, 2)], 2: [(2, 1), (3, 1), (13, 1), (17, 4)], 3: [(1, 1), (2, 1), (6, 5), (13, 1), (14, 1), (15, 1), (21, 7)], 4: [(3, 1), (8, 1), (15, 2), (20, 4), (36, 1)], 5: [(2, 2), (3, 1), (6, 2), (7, 1), (10, 3), (14, 3), (17, 2), (19, 1), (21, 1), (22, 1), (26, 1), (27, 1), (30, 1), (33, 2), (34, 3)], 6: [(16, 1), (28, 1)], 7: [(5, 1), (7, 3), (20, 3), (25, 1), (26, 4), (27, 3)]})",Ear,"defaultdict(<class 'list'>, {1: [(3, 1), (7, 3), (8, 1), (11, 1), (14, 2), (16, 1), (17, 1)], 2: [(3, 2), (4, 1), (5, 2), (6, 1), (8, 2), (9, 1), (10, 2), (11, 3), (12, 3), (14, 1), (18, 1)], 3: [(1, 1), (3, 1), (4, 1), (5, 2), (7, 1), (9, 2), (11, 1), (12, 2), (13, 2), (14, 2), (15, 1), (19, 1), (21, 3), (22, 1)], 4: [(1, 5), (4, 1), (15, 1), (17, 2), (28, 1), (30, 1), (33, 1), (34, 1), (37, 1)], 5: [(1, 2), (3, 1), (4, 5), (7, 2), (8, 1), (10, 2), (11, 2), (14, 1), (18, 3), (19, 1), (20, 1), (21, 1), (22, 2), (26, 1), (29, 1), (30, 2), (33, 2), (35, 7)], 6: [(1, 1), (5, 1), (6, 1), (9, 1), (15, 4), (18, 3), (19, 1), (23, 1), (24, 2), (30, 1)], 7: [(4, 1), (5, 7), (12, 1), (13, 1), (15, 2), (20, 2), (23, 2), (26, 6), (31, 1), (36, 2)]})",CommonNoun
137,Life,"defaultdict(<class 'list'>, {1: [(1, 2), (2, 2), (3, 5), (4, 2), (5, 3), (6, 2), (8, 1), (9, 1), (10, 1), (11, 1), (12, 2), (13, 2), (14, 1), (15, 5), (16, 1), (17, 8)], 2: [(2, 2), (4, 4), (5, 1), (9, 1), (10, 4), (11, 2), (12, 1), (16, 2), (17, 2), (18, 1)], 3: [(1, 2), (2, 5), (3, 2), (4, 4), (5, 1), (9, 3), (10, 3), (11, 1), (12, 2), (13, 1), (14, 3), (17, 1), (18, 4), (19, 2), (21, 4), (22, 4)], 4: [(1, 1), (2, 4), (3, 1), (5, 2), (7, 4), (9, 1), (11, 1), (12, 1), (13, 2), (14, 2), (15, 2), (19, 4), (21, 3), (22, 2), (23, 1), (24, 1), (26, 3), (27, 5), (28, 2), (29, 1), (30, 2), (31, 2), (32, 1), (33, 2), (34, 7), (35, 2), (36, 2), (37, 1)], 5: [(1, 2), (2, 5), (4, 4), (5, 1), (6, 1), (7, 2), (8, 3), (9, 1), (10, 2), (11, 2), (13, 2), (14, 1), (18, 1), (19, 3), (22, 5), (23, 2), (24, 2), (25, 5), (27, 2), (30, 1), (31, 1), (32, 1), (33, 1), (35, 1), (36, 5), (37, 1), (38, 3)], 6: [(1, 1), (2, 1), (4, 5), (5, 1), (8, 1), (9, 2), (10, 3), (12, 1), (13, 1), (14, 3), (15, 1), (16, 2), (17, 3), (20, 3), (22, 2), (23, 5), (24, 3), (25, 2), (29, 1), (30, 2)], 7: [(1, 2), (2, 7), (3, 2), (4, 4), (5, 2), (8, 4), (9, 1), (13, 1), (15, 3), (16, 1), (17, 4), (18, 7), (19, 6), (20, 2), (21, 4), (22, 3), (23, 1), (24, 1), (25, 2), (26, 2), (28, 1), (30, 2), (31, 3), (32, 2), (33, 2), (34, 6), (35, 3), (36, 5)]})",gold,"defaultdict(<class 'list'>, {1: [(2, 1), (5, 9), (6, 2), (7, 2), (9, 1), (10, 2), (11, 4), (12, 2), (13, 3), (17, 3)], 2: [(3, 2), (4, 3), (6, 1), (7, 3), (8, 2), (10, 1), (12, 1), (13, 3), (17, 2)], 3: [(1, 3), (3, 3), (4, 4), (5, 1), (6, 1), (9, 1), (11, 1), (13, 3), (14, 1), (21, 3), (22, 2)], 4: [(1, 1), (2, 1), (7, 5), (8, 12), (9, 1), (10, 1), (15, 1), (18, 3), (19, 1), (20, 2), (21, 1), (23, 2), (26, 2), (27, 1), (28, 8), (29, 3), (30, 5), (34, 1), (36, 5), (37, 5)], 5: [(2, 1), (3, 1), (5, 2), (6, 4), (9, 4), (10, 3), (12, 4), (16, 2), (17, 1), (19, 4), (22, 3), (23, 3), (28, 2), (30, 5), (31, 1), (34, 1), (36, 2)], 6: [(3, 1), (4, 1), (6, 3), (7, 2), (8, 1), (9, 2), (10, 4), (13, 5), (14, 2), (15, 2), (16, 3), (17, 1), (18, 2), (19, 1), (20, 1), (23, 1), (25, 1), (26, 2)], 7: [(2, 2), (4, 1), (5, 1), (7, 5), (8, 2), (10, 2), (12, 2), (13, 2), (14, 2), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (23, 5), (24, 4), (25, 4), (26, 10), (27, 1), (29, 1), (30, 1), (34, 1), (36, 1)]})",Arthur,"defaultdict(<class 'list'>, {2: [(3, 3), (4, 8), (5, 2), (12, 2), (18, 3)], 3: [(1, 1), (4, 2), (5, 3)], 4: [(3, 1), (5, 2), (6, 3), (7, 6), (8, 4), (9, 2), (10, 3), (11, 6), (14, 1), (35, 2), (36, 2)], 5: [(5, 3), (7, 4), (9, 7), (10, 1), (17, 1), (22, 19), (23, 4), (24, 1), (37, 1), (38, 2)], 6: [(4, 1), (5, 5), (6, 1), (7, 1), (11, 1), (16, 5), (19, 1), (23, 2), (29, 3)], 7: [(3, 1), (4, 1), (5, 2), (6, 2), (7, 3), (8, 3), (11, 1), (13, 4), (23, 1), (31, 1), (36, 1)]})",CommonNoun
138,beetle,"defaultdict(<class 'list'>, {1: [(4, 1), (5, 1)], 2: [(4, 1), (6, 4)], 3: [(6, 1)], 4: [(18, 1), (23, 3), (24, 1), (26, 2), (28, 1), (37, 7)], 5: [(13, 1), (25, 1)], 6: [(11, 1)], 7: [(2, 1)]})",quill,"defaultdict(<class 'list'>, {1: [(4, 1), (8, 1), (14, 2)], 2: [(4, 1), (8, 4), (10, 1), (12, 1), (13, 4), (18, 2)], 3: [(1, 6), (8, 2)], 4: [(2, 1), (3, 1), (7, 2), (10, 1), (11, 3), (14, 3), (16, 2), (18, 16), (19, 2), (20, 1), (24, 2), (26, 1), (29, 1), (30, 1), (37, 1)], 5: [(7, 1), (8, 1), (10, 2), (12, 3), (13, 13), (14, 6), (16, 4), (17, 2), (21, 4), (23, 2), (25, 5), (27, 1), (28, 4), (29, 1), (31, 1), (37, 1), (38, 1)], 6: [(1, 1), (15, 2), (17, 1), (21, 4)], 7: [(2, 2), (12, 1), (13, 2), (21, 1)]})",Morsmordre,"defaultdict(<class 'list'>, {4: [(9, 1)]})",CommonNoun
139,badger,"defaultdict(<class 'list'>, {1: [(3, 1)], 2: [(11, 1)], 4: [(15, 2), (37, 1)], 5: [(31, 2)], 6: [(20, 1)], 7: [(26, 1), (29, 1)]})",Sprout,"defaultdict(<class 'list'>, {1: [(8, 1), (14, 1), (16, 1)], 2: [(6, 15), (9, 1), (11, 1), (12, 1), (14, 1), (15, 2), (16, 3)], 3: [(8, 1), (11, 1)], 4: [(12, 1), (13, 6), (14, 2), (18, 1), (20, 1), (23, 1), (28, 1), (36, 1)], 5: [(10, 1), (11, 1), (13, 2), (14, 1), (18, 1), (25, 2), (26, 3), (31, 1), (33, 1)], 6: [(9, 1), (14, 2), (16, 3), (18, 2), (19, 1), (22, 3), (29, 5), (30, 1)], 7: [(12, 1), (30, 6), (31, 2), (36, 1)]})",Zonko's,"defaultdict(<class 'list'>, {})",CommonNoun
140,Snare,"defaultdict(<class 'list'>, {1: [(16, 4), (17, 1)], 5: [(25, 6)], 6: [(15, 1)], 7: [(30, 1)]})",Herbology,"defaultdict(<class 'list'>, {1: [(8, 1), (14, 2), (16, 1), (17, 1)], 2: [(6, 2), (9, 1), (11, 3), (14, 1), (15, 2)], 3: [(8, 1), (9, 1), (16, 1)], 4: [(12, 1), (13, 1), (14, 2), (18, 1), (20, 1), (24, 1), (28, 1)], 5: [(9, 1), (10, 1), (12, 1), (13, 1), (18, 1), (25, 1), (27, 1), (28, 1), (29, 1), (31, 2)], 6: [(5, 2), (9, 3), (11, 2), (14, 1), (15, 1), (20, 1), (25, 1)], 7: [(36, 1)]})",Army,"defaultdict(<class 'list'>, {4: [(33, 1)], 5: [(5, 1), (14, 2), (16, 3), (18, 3), (27, 6)], 6: [(4, 1), (20, 1), (26, 1), (27, 1)], 7: [(5, 1), (16, 1), (29, 5), (30, 3), (35, 2), (36, 2)]})",CommonNoun/ProperName
141,stag,"defaultdict(<class 'list'>, {3: [(21, 1), (22, 2)], 4: [(31, 2)], 5: [(1, 5), (3, 1), (8, 2), (16, 1), (31, 1)], 7: [(11, 1), (13, 4), (19, 1), (28, 8), (32, 1), (36, 1)]})",dementor,"defaultdict(<class 'list'>, {3: [(5, 10), (6, 1), (7, 1), (9, 1), (10, 7), (11, 1), (12, 23), (13, 2), (15, 1), (20, 3), (21, 1)], 4: [(31, 3), (36, 3)], 5: [(1, 5), (2, 1), (3, 1), (5, 1), (8, 4), (27, 2), (37, 1)], 6: [(6, 1), (8, 1), (11, 1), (21, 2), (25, 1)], 7: [(3, 1)]})",Sectumsempra,"defaultdict(<class 'list'>, {6: [(21, 1), (24, 4), (26, 2), (29, 1), (30, 1)], 7: [(5, 1), (33, 1)]})",CommonNoun
142,gold,"defaultdict(<class 'list'>, {1: [(2, 1), (5, 9), (6, 2), (7, 2), (9, 1), (10, 2), (11, 4), (12, 2), (13, 3), (17, 3)], 2: [(3, 2), (4, 3), (6, 1), (7, 3), (8, 2), (10, 1), (12, 1), (13, 3), (17, 2)], 3: [(1, 3), (3, 3), (4, 4), (5, 1), (6, 1), (9, 1), (11, 1), (13, 3), (14, 1), (21, 3), (22, 2)], 4: [(1, 1), (2, 1), (7, 5), (8, 12), (9, 1), (10, 1), (15, 1), (18, 3), (19, 1), (20, 2), (21, 1), (23, 2), (26, 2), (27, 1), (28, 8), (29, 3), (30, 5), (34, 1), (36, 5), (37, 5)], 5: [(2, 1), (3, 1), (5, 2), (6, 4), (9, 4), (10, 3), (12, 4), (16, 2), (17, 1), (19, 4), (22, 3), (23, 3), (28, 2), (30, 5), (31, 1), (34, 1), (36, 2)], 6: [(3, 1), (4, 1), (6, 3), (7, 2), (8, 1), (9, 2), (10, 4), (13, 5), (14, 2), (15, 2), (16, 3), (17, 1), (18, 2), (19, 1), (20, 1), (23, 1), (25, 1), (26, 2)], 7: [(2, 2), (4, 1), (5, 1), (7, 5), (8, 2), (10, 2), (12, 2), (13, 2), (14, 2), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (23, 5), (24, 4), (25, 4), (26, 10), (27, 1), (29, 1), (30, 1), (34, 1), (36, 1)]})",Flamel,"defaultdict(<class 'list'>, {1: [(6, 1), (11, 2), (12, 10), (13, 9), (14, 2), (17, 1)], 7: [(2, 1), (14, 1)]})",Yule,"defaultdict(<class 'list'>, {4: [(22, 4), (23, 1), (25, 1), (26, 1), (35, 1)], 5: [(10, 1), (12, 1), (16, 1), (18, 2)], 7: [(33, 1)]})",CommonNoun
143,clothes,"defaultdict(<class 'list'>, {1: [(1, 2), (2, 3), (3, 1), (5, 1), (6, 1)], 2: [(4, 1), (6, 1), (10, 1), (14, 1)], 3: [(7, 3), (8, 1)], 4: [(3, 1), (4, 1), (5, 1), (6, 1), (9, 4), (20, 1), (21, 5), (23, 1), (26, 1), (28, 2), (35, 1)], 5: [(3, 2), (6, 2), (13, 1), (16, 1), (18, 2), (22, 1), (23, 3), (28, 1), (31, 1), (38, 2)], 6: [(6, 3), (7, 1), (10, 1), (13, 1), (26, 3)], 7: [(4, 3), (6, 1), (8, 1), (9, 2), (17, 1), (19, 2), (20, 1), (21, 2), (28, 1), (33, 3), (34, 1)]})",Dobby,"defaultdict(<class 'list'>, {2: [(2, 66), (3, 3), (4, 1), (10, 39), (11, 4), (16, 1), (18, 26)], 4: [(8, 14), (9, 2), (16, 1), (21, 77), (23, 22), (26, 25), (27, 3), (28, 15), (29, 1), (35, 1), (36, 1)], 5: [(1, 4), (18, 31), (21, 3), (23, 2), (27, 15)], 6: [(17, 1), (19, 16), (21, 21)], 7: [(23, 16), (24, 14), (25, 1), (26, 1), (28, 1)]})",Lavender,"defaultdict(<class 'list'>, {1: [(7, 1), (10, 1)], 2: [(9, 1)], 3: [(6, 8), (7, 2), (8, 11), (15, 5), (16, 1)], 4: [(13, 6), (14, 2), (15, 2), (21, 2), (22, 4), (23, 1), (24, 1), (26, 1)], 5: [(11, 3), (12, 2), (13, 5), (15, 2), (16, 2), (17, 3), (18, 1), (21, 1), (26, 1), (27, 6), (31, 3)], 6: [(9, 1), (11, 5), (14, 5), (15, 8), (16, 3), (17, 5), (18, 4), (19, 10), (20, 3), (21, 3), (22, 3), (24, 4), (25, 1)], 7: [(7, 1), (25, 1), (29, 1), (32, 1)]})",CommonNoun
144,Dementors,"defaultdict(<class 'list'>, {3: [(5, 7), (6, 5), (7, 1), (8, 5), (9, 6), (10, 15), (11, 6), (12, 11), (13, 6), (14, 2), (17, 1), (19, 7), (20, 5), (21, 18), (22, 5)], 4: [(2, 2), (14, 2), (15, 2), (20, 1), (27, 7), (30, 14), (31, 1), (33, 1), (35, 2), (36, 5)], 5: [(1, 5), (2, 20), (3, 2), (4, 5), (5, 1), (8, 27), (9, 1), (10, 1), (15, 1), (16, 2), (20, 3), (23, 1), (24, 2), (25, 3), (26, 2), (27, 1), (29, 1), (32, 3), (37, 1), (38, 5)], 6: [(1, 3), (2, 1), (4, 2), (6, 1), (9, 1), (19, 1), (21, 3)], 7: [(3, 3), (4, 1), (11, 1), (13, 14), (15, 7), (16, 1), (22, 2), (28, 9), (29, 1), (32, 4), (33, 3), (34, 2), (36, 1)]})",Azkaban,"defaultdict(<class 'list'>, {2: [(12, 3), (14, 2), (15, 3), (18, 1)], 3: [(3, 8), (4, 10), (5, 3), (6, 1), (10, 3), (11, 6), (17, 1), (18, 1), (19, 12), (22, 1)], 4: [(2, 1), (9, 2), (11, 1), (14, 1), (15, 1), (19, 4), (27, 7), (30, 6), (31, 1), (33, 3), (35, 9), (36, 4)], 5: [(1, 1), (2, 3), (3, 1), (5, 2), (6, 3), (8, 3), (10, 2), (14, 5), (18, 1), (23, 1), (25, 12), (26, 2), (27, 2), (31, 1), (35, 1), (38, 2)], 6: [(1, 4), (2, 4), (3, 1), (5, 1), (6, 1), (7, 1), (10, 4), (16, 1), (17, 3), (21, 1), (23, 2), (27, 1)], 7: [(2, 1), (5, 1), (7, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (22, 2), (28, 2), (29, 1), (33, 2), (35, 1), (36, 1)]})",Ollivander,"defaultdict(<class 'list'>, {1: [(5, 18)], 4: [(18, 19), (36, 1)], 6: [(6, 2), (7, 1)], 7: [(5, 2), (6, 1), (8, 5), (12, 2), (17, 1), (21, 1), (23, 7), (24, 35), (25, 9), (26, 3), (32, 2), (35, 1), (36, 1)]})",HPWorldNoun
145,Map,"defaultdict(<class 'list'>, {1: [(1, 3), (15, 1)], 3: [(9, 1), (10, 16), (14, 19), (17, 6), (18, 3), (19, 1), (22, 4)], 4: [(4, 1), (5, 1), (7, 2), (11, 1), (25, 35), (29, 3), (35, 9)], 5: [(7, 3), (18, 4), (20, 2)], 6: [(18, 10), (19, 5), (21, 4), (24, 2), (25, 2), (29, 2)], 7: [(2, 1), (7, 1), (11, 1), (16, 2), (18, 1), (19, 1), (25, 1), (27, 1), (29, 3), (30, 1), (31, 2)]})",mischief,"defaultdict(<class 'list'>, {3: [(10, 4)], 6: [(15, 1), (18, 1)]})",Petunia,"defaultdict(<class 'list'>, {1: [(1, 3), (2, 22), (3, 22), (4, 4), (5, 1), (6, 3), (7, 1), (12, 1), (17, 1)], 2: [(1, 18), (2, 3), (3, 2), (6, 1), (14, 1)], 3: [(1, 4), (2, 26)], 4: [(2, 2), (3, 15), (4, 18), (18, 1), (22, 1), (25, 1), (28, 1)], 5: [(1, 14), (2, 47), (3, 1), (10, 1), (31, 1), (38, 4)], 6: [(3, 10)], 7: [(3, 16), (4, 1), (10, 1), (33, 23)]})",CommonNoun/ProperName
146,Burrow,"defaultdict(<class 'list'>, {2: [(3, 2), (4, 3), (5, 1)], 3: [(10, 1)], 4: [(4, 5), (5, 1), (10, 2), (14, 1), (31, 1)], 5: [(1, 2), (3, 3), (21, 2), (22, 1)], 6: [(3, 3), (4, 2), (5, 2), (6, 1), (7, 1), (8, 1), (9, 1), (15, 1), (16, 1), (17, 1)], 7: [(4, 2), (5, 4), (6, 3), (7, 1), (9, 6), (11, 2), (12, 1), (19, 1), (20, 4), (24, 1)]})",garden,"defaultdict(<class 'list'>, {1: [(1, 4), (7, 1), (14, 1)], 2: [(1, 3), (2, 1), (3, 8), (8, 1), (11, 1)], 3: [(1, 1), (2, 3), (4, 1), (14, 1), (16, 2), (21, 1)], 4: [(1, 2), (5, 5), (7, 1), (21, 1), (23, 1), (24, 1)], 5: [(1, 1), (2, 2), (3, 1), (25, 1), (26, 1), (38, 2)], 6: [(3, 1), (4, 4), (6, 1), (10, 1), (14, 1), (16, 6), (17, 1), (22, 2)], 7: [(1, 1), (4, 3), (5, 3), (6, 3), (7, 6), (8, 2), (9, 1), (11, 2), (17, 1), (19, 1), (20, 1), (21, 1), (22, 1), (24, 5), (25, 2), (26, 1), (27, 1), (28, 1)]})",Accio,"defaultdict(<class 'list'>, {4: [(6, 4), (20, 2), (25, 1), (34, 1)], 5: [(18, 1), (22, 1), (28, 1), (29, 1), (35, 4), (36, 2)], 6: [(8, 1), (26, 1), (27, 1)], 7: [(4, 1), (6, 1), (7, 1), (10, 1), (13, 1), (14, 1), (15, 1), (17, 2), (19, 1), (26, 1), (28, 1), (31, 1)]})",ProperName
